Intake.Type,Intake.Subtype,Animal.Type,Sex,Intake.Condition,Breed,Coat.Color.Pattern,Week.Number,Age
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,21.86,20.189
OWNER SUR,OTC,DOG,N,NORMAL,ROTTWEILER,TRICOLOR,21.86,21.38
STRAY,FIELD,DOG,S,SICK,BORDER TERRIER,TAN,21.86,21.189
OWNER SUR,OTC,DOG,S,NORMAL,AUST CATTLE DOG,RED MERLE,21.86,21.853
OWNER SUR,OTC,DOG,S,NORMAL,WEIMARANER,BLUE,21.86,23.41
PUBLIC AST,EMERGENCY,DOG,S,NORMAL,SCHNAUZER MIN,GRAY,21.86,23.219
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,21.86,24.219
PUBLIC AST,EMERGENCY,DOG,N,NORMAL,SCHNAUZER MIN,GRAY,21.86,24.219
STRAY,FIELD,DOG,N,SICK,PIT BULL,BLACK,21.86,24.219
PUBLIC AST,QUARANTINE,DOG,F,NORMAL,STAFFORDSHIRE,RED,21.86,4.186
PUBLIC AST,QUARANTINE,DOG,S,NORMAL,ROTTWEILER,BLACK,21.86,3.252
STRAY,OTC,DOG,F,NURSING,PIT BULL,WHITE,22,1.252
STRAY,OTC,DOG,S,NURSING,PIT BULL,WHITE,22,1.252
STRAY,OTC,DOG,S,NURSING,PIT BULL,WHITE,22,1.252
STRAY,OTC,DOG,N,NURSING,PIT BULL,WHITE,22,1.252
STRAY,OTC,DOG,S,NURSING,PIT BULL,WHITE,22,1.252
STRAY,OTC,CAT,S,NURSING,DOMESTIC SH,ORG TABBY,22,1.31
STRAY,OTC,CAT,S,NURSING,DOMESTIC SH,TORTIE,22,1.31
STRAY,OTC,CAT,S,NURSING,DOMESTIC SH,TORTIE,22,1.31
STRAY,OTC,CAT,F,NORMAL,DOMESTIC LH,BRN TABBY,22,1.272
STRAY,OTC,CAT,U,NORMAL,DOMESTIC SH,BLUE,22,1.272
STRAY,OTC,CAT,F,NORMAL,DOMESTIC LH,BLK SMOKE,22,1.272
STRAY,OTC,CAT,S,NORMAL,DOMESTIC MH,BRN TABBY,22,1.272
STRAY,OTC,CAT,S,NORMAL,DOMESTIC MH,CALICO,22,1.272
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,22,1.272
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,22,1.272
STRAY,OTC,CAT,F,NORMAL,DOMESTIC SH,BLACK,22,1.346
STRAY,OTC,CAT,S,NORMAL,DOMESTIC LH,TORTIE,22,1.624
STRAY,OTC,CAT,N,NORMAL,DOMESTIC LH,ORANGE,22,1.624
STRAY,OTC,CAT,S,NORMAL,DOMESTIC LH,WHITE,22,1.624
STRAY,OTC,CAT,S,NORMAL,DOMESTIC LH,BLACK,22,1.624
OWNER SUR,OTC,DOG,S,NORMAL,GERM SHEPHERD,SABLE,22,1.624
OWNER SUR,OTC,DOG,N,NORMAL,GERM SHEPHERD,TRICOLOR,22,1.624
OWNER SUR,OTC,DOG,N,NORMAL,GERM SHEPHERD,BROWN,22,1.624
OWNER SUR,OTC,DOG,S,NORMAL,ALASKAN HUSKY,BROWN,22,1.624
OWNER SUR,OTC,DOG,S,NORMAL,GERM SHEPHERD,SABLE,22,1.649
OWNER SUR,OTC,DOG,N,NORMAL,GERM SHEPHERD,SABLE,22,1.649
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,22,1.655
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,22,1.666
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,CHOW CHOW,TAN,22,1.668
STRAY,OTC,DOG,S,NORMAL,COLLIE SMOOTH,SABLE,22,1.705
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE,22,1.689
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,22,1.689
STRAY,OTC,DOG,S,NORMAL,AUST CATTLE DOG,BLACK,22,1.816
OWNER SUR,OTC,DOG,N,SICK,LABRADOR RETR,TAN,22,1.936
STRAY,OTC,DOG,S,NORMAL,AUST SHEPHERD,RED TICK,22,1.858
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,22,1.861
STRAY,OTC,DOG,N,NORMAL,CANAAN DOG,TAN,22,1.993
OWNER SUR,OTC,DOG,N,NORMAL,STAFFORDSHIRE,BLUE,22,1.936
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,CHIHUAHUA SH,TAN,22,1.936
OWNER SUR,OTC,DOG,S,NORMAL,SHIH TZU,TAN,22,3.103
STRAY,OTC,DOG,N,NORMAL,BORDER TERRIER,TAN,22,3.103
STRAY,OTC,DOG,S,NORMAL,BORDER TERRIER,TRICOLOR,22,3.103
OWNER SUR,OTC,CAT,N,NORMAL,SIAMESE,LILAC PT,22,2.355
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BLUE,22,2.355
OWNER SUR,OTC,CAT,F,NORMAL,DOMESTIC SH,BLACK,22,2.355
STRAY,OTC,DOG,N,NORMAL,AUST CATTLE DOG,WHITE,22,2.355
STRAY,OTC,DOG,N,NORMAL,GERM SHEPHERD,BROWN,22,2.355
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,22,13.241
STRAY,OTC,DOG,N,NORMAL,BOSTON TERRIER,WHITE,22,2.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,22,2.186
STRAY,OTC,DOG,S,NORMAL,DACHSHUND,BROWN,22,2.186
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,WHITE,22,2.186
STRAY,OTC,DOG,S,NORMAL,GERM SHEPHERD,BROWN,22,2.186
STRAY,OTC,DOG,S,NORMAL,GERM SHEPHERD,BROWN,22,2.186
STRAY,FIELD,DOG,N,INJURED,MIN PINSCHER,BLACK,22,2.189
OWNER SUR,OTC,DOG,N,NORMAL,GERM SHEPHERD,BLACK,22,2.689
STRAY,FIELD,DOG,S,NORMAL,AUST CATTLE DOG,CREAM,22,2.936
OWNER SUR,OTC,DOG,M,NORMAL,GERM SHEPHERD,BLACK,22,2.936
OWNER SUR,OTC,DOG,S,NORMAL,BORDER COLLIE,TRICOLOR,22,2.936
STRAY,OTC,CAT,N,INJURED,DOMESTIC SH,ORG TABBY,22,2.936
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,22,14.055
STRAY,OTC,CAT,S,FERAL,DOMESTIC SH,BLACK,22,13.186
STRAY,FIELD,DOG,M,INJURED,DACHSHUND,RED,22,13.186
STRAY,FIELD,DOG,N,NORMAL,WEST HIGHLAND,WHITE,22,13.186
STRAY,OTC,DOG,S,NORMAL,PIT BULL,BLACK,22,13.316
OWNER SUR,RETURN,CAT,S,NORMAL,DOMESTIC SH,TORBIE,22,13.666
STRAY,FIELD,DOG,M,NORMAL,CATAHOULA,BROWN,22,18.186
OWNER SUR,OTC,DOG,S,NORMAL,GERM SHEPHERD,TAN,22,18.186
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,22,18.186
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,YELLOW,22,18.186
OWNER SUR,OTC,DOG,S,NORMAL,AMER ESKIMO,WHITE,22,18.186
STRAY,OTC,DOG,N,NORMAL,AM PIT BULL TER,BLUE,22,18.186
OWNER SUR,OTC,DOG,S,NORMAL,CHIHUAHUA SH,WHITE,22,20.09
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,22,19.385
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,22,19.385
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,22,19.189
STRAY,OTC,CAT,S,NORMAL,ORIENTAL SH,LYNX PT,22,19.189
OWNER SUR,OTC,CAT,M,NORMAL,DOMESTIC SH,ORG TABBY,22,19.189
STRAY,OTC,DOG,M,NORMAL,DALMATIAN,WHITE,22,19.189
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,BLUE,22,19.189
STRAY,FIELD,DOG,S,NORMAL,PIT BULL,WHITE,22,19.189
OWNER SUR,OTC,DOG,N,NORMAL,BOXER,TAN,22,19.786
OWNER SUR,OTC,DOG,N,INJURED,GOLDEN RETR,GOLD,22,21.182
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,22,21.227
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,22,20.939
OWNER SUR,OTC,DOG,M,NORMAL,GERM SHEPHERD,WHITE,22,21.969
STRAY,OTC,DOG,N,NORMAL,DOGO ARGENTINO,WHITE,22,22.205
STRAY,FIELD,DOG,M,INJURED,GERM SHEPHERD,BROWN,22,21.219
OWNER SUR,OTC,CAT,S,NORMAL,SNOWSHOE,SEAL PT,22,22.189
EUTH REQ,OTC OWNED,DOG,N,AGED,ROTTWEILER,BROWN,22,23.407
OWNER SUR,OTC,DOG,S,NORMAL,CHIHUAHUA SH,WHITE,22,3.219
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,ORG TABBY,22,3.219
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,22,3.219
STRAY,FIELD,DOG,S,NORMAL,GERM SHEPHERD,BLACK,22,3.249
STRAY,OTC,CAT,M,NORMAL,SIAMESE,SEAL PT,22.14,1.252
STRAY,OTC,CAT,N,NORMAL,SIAMESE,SEAL PT,22.14,1.252
STRAY,OTC,CAT,F,NORMAL,SIAMESE,SEAL PT,22.14,1.252
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,CHOCOLATE,22.14,1.252
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE,22.14,1.252
STRAY,OTC,CAT,F,NORMAL,DOMESTIC SH,BLACK,22.14,1.338
STRAY,OTC,CAT,M,NORMAL,DOMESTIC SH,BLACK,22.14,1.346
PUBLIC AST,QUARANTINE,CAT,N,FERAL,DOMESTIC LH,CRM TABBY,22.14,1.346
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,22.14,1.646
STRAY,FIELD,DOG,M,INJURED,SCHNAUZER STAND,GRAY,22.14,1.603
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE,22.14,1.603
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,22.14,1.603
STRAY,FIELD,DOG,S,SICK,GERM SHEPHERD,BLACK,22.14,1.603
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,CHOCOLATE,22.14,1.603
STRAY,FIELD,DOG,N,INJURED,LABRADOR RETR,BLACK,22.14,1.603
STRAY,FIELD,DOG,N,INJURED,LABRADOR RETR,BLACK,22.14,1.603
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,22.14,1.711
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,22.14,1.689
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,22.14,1.697
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BLUE,22.14,3.103
OWNER SUR,OTC,DOG,N,NORMAL,POINTER,WHITE,22.14,3.263
STRAY,FIELD,DOG,N,NORMAL,LABRADOR RETR,BLACK,22.14,2.355
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,WHITE,22.14,2.355
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,TAN,22.14,2.485
STRAY,OTC,DOG,N,NORMAL,PIT BULL,BLACK,22.14,2.186
STRAY,FIELD,DOG,M,SICK,CHIHUAHUA SH,WHITE,22.14,2.186
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,22.14,2.186
STRAY,FIELD,DOG,M,INJURED,LABRADOR RETR,BROWN,22.14,2.186
STRAY,OTC,DOG,N,NORMAL,GERM SHEPHERD,BLACK,22.14,2.189
STRAY,OTC,DOG,S,NORMAL,POINTER,WHITE,22.14,2.936
STRAY,OTC,DOG,N,NORMAL,CAVALIER SPAN,WHITE,22.14,2.936
OWNER SUR,OTC,DOG,N,NORMAL,BORDER COLLIE,BLACK,22.14,14.004
STRAY,FIELD,DOG,M,NORMAL,GERM SHEPHERD,BLACK,22.14,14.103
STRAY,FIELD,DOG,M,NORMAL,GERM SHEPHERD,BLACK,22.14,14.103
STRAY,OTC,DOG,S,NORMAL,GERM SHEPHERD,TAN,22.14,13.369
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,22.14,13.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,22.14,13.186
STRAY,OTC,DOG,N,INJURED,POODLE MIN,WHITE,22.14,13.186
STRAY,OTC,DOG,S,NORMAL,JACK RUSS TERR,BROWN,22.14,13.186
STRAY,OTC,DOG,N,NORMAL,PIT BULL,WHITE,22.14,13.186
STRAY,FIELD,DOG,N,SICK,BOXER,BR BRINDLE,22.14,13.186
STRAY,FIELD,DOG,N,NORMAL,AMER BULLDOG,WHITE,22.14,13.186
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,CHIHUAHUA SH,BLACK,22.14,13.189
OWNER SUR,OTC,DOG,M,NORMAL,AMER BULLDOG,WHITE,22.14,13.265
STRAY,OTC,DOG,S,NORMAL,PIT BULL,WHITE,22.14,13.671
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,22.14,18.186
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BUFF,22.14,20.232
STRAY,OTC,DOG,N,NORMAL,POODLE MIN,GRAY,22.14,19.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,22.14,19.189
STRAY,OTC,CAT,N,NORMAL,SIAMESE,FLAME PT,22.14,20.189
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,22.14,20.939
OWNER SUR,OTC,DOG,S,NORMAL,AUST CATTLE DOG,BLACK,22.14,22.168
STRAY,OTC,DOG,N,NORMAL,BORDER COLLIE,BLACK,22.14,21.257
STRAY,OTC,DOG,S,NORMAL,NORWICH TERRIER,TAN,22.14,22.186
STRAY,OTC,DOG,S,NORMAL,NORWICH TERRIER,TAN,22.14,24.219
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA LH,WHITE,22.14,24.219
STRAY,FIELD,DOG,N,NORMAL,GOLDEN RETR,GOLD,22.14,4.211
AST AGENCY,OWNER DIED,CAT,S,NORMAL,DOMESTIC LH,WHITE,22.14,3.189
PUBLIC AST,QUARANTINE,DOG,M,NORMAL,AUST SHEPHERD,BLACK,22.14,4.257
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC MH,BRN TABBY,22.14,7.249
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,22.29,1.343
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,22.29,1.624
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,22.29,1.624
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,22.29,1.624
OWNER SUR,OTC,DOG,S,NORMAL,GERM SHEPHERD,BROWN,22.29,1.603
OWNER SUR,OTC,DOG,N,NORMAL,BORDER COLLIE,BLACK,22.29,1.603
OWNER SUR,OTC,DOG,S,NORMAL,GERM SHEPHERD,BROWN,22.29,1.603
OWNER SUR,OTC,DOG,S,NORMAL,AMER FOXHOUND,BROWN,22.29,1.603
OWNER SUR,OTC,DOG,S,NORMAL,AMER FOXHOUND,BROWN,22.29,1.603
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,ORG TABBY,22.29,1.603
OWNER SUR,OTC,DOG,S,NORMAL,WELSH CORGI CAR,TRICOLOR,22.29,1.603
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,22.29,1.603
STRAY,OTC,CAT,S,NORMAL,MANX,BRN TABBY,22.29,1.676
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA SH,TAN,22.29,1.682
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLK SMOKE,22.29,1.727
PUBLIC AST,COLD WEATH,DOG,S,NORMAL,GERM SHEPHERD,TRICOLOR,22.29,1.791
PUBLIC AST,COLD WEATH,DOG,N,NORMAL,ALASK MALAMUTE,GRAY,22.29,1.791
STRAY,OTC,DOG,S,NORMAL,HARRIER,TRICOLOR,22.29,1.829
STRAY,OTC,DOG,S,NORMAL,GERM SHEPHERD,BROWN,22.29,1.832
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,22.29,1.991
STRAY,FIELD,DOG,N,NORMAL,BULLDOG,WHITE,22.29,1.936
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,SEAL PT,22.29,3.13
OWNER SUR,OTC,DOG,S,NORMAL,QUEENSLAND HEEL,WHITE,22.29,3.103
STRAY,FIELD,DOG,N,NORMAL,CHIHUAHUA SH,BROWN,22.29,2.186
STRAY,OIJ,DOG,N,INJURED,PIT BULL,WHITE,22.29,2.186
STRAY,OTC,DOG,S,NORMAL,BORDER TERRIER,TAN,22.29,2.186
STRAY,OTC,DOG,M,NORMAL,GREAT DANE,BLACK,22.29,2.891
OWNER SUR,OTC,CAT,N,NORMAL,SIAMESE,SEAL PT,22.29,2.936
OWNER SUR,OTC,DOG,S,NORMAL,AUST SHEPHERD,WHITE,22.29,13.186
OWNER SUR,OTC,DOG,S,NORMAL,MANCHESTER TERR,BLACK,22.29,13.186
STRAY,FIELD,DOG,N,NORMAL,WELSH CORGI CAR,WHITE,22.29,13.186
OWNER SUR,OTC,DOG,S,NORMAL,BORDER COLLIE,WHITE,22.29,13.186
PUBLIC AST,QUARANTINE,DOG,S,NORMAL,DACHSHUND,BROWN,22.29,13.189
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE,22.29,13.308
OWNER SUR,OTC,DOG,N,NORMAL,CHIHUAHUA SH,BLUE,22.29,13.929
STRAY,EMERG CLC,DOG,N,INJURED,PIT BULL,BROWN,22.29,13.996
STRAY,OTC,CAT,U,NORMAL,DOMESTIC SH,ORG TABBY,22.29,18.186
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,22.29,18.186
STRAY,OTC,DOG,N,NORMAL,PIT BULL,BLACK,22.29,18.186
OWNER SUR,OTC,DOG,S,NORMAL,MANCHESTER TERR,BLACK,22.29,18.186
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE TABBY,22.29,18.186
STRAY,OTC,CAT,M,INJURED,DOMESTIC SH,BLACK,22.29,18.186
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,22.29,18.186
STRAY,EMERG CLC,DOG,S,INJURED,LABRADOR RETR,BLACK,22.29,18.186
STRAY,OTC,CAT,M,NORMAL,DOMESTIC SH,BRN TABBY,22.29,20.189
STRAY,FIELD,DOG,N,FERAL,AUST KELPIE,BLACK,22.29,21.189
STRAY,EMERG CLC,DOG,N,INJURED,LABRADOR RETR,YELLOW,22.29,21.189
OWNER SUR,OTC,DOG,S,NORMAL,COCKER SPAN,BLACK,22.29,22.189
OWNER SUR,OTC,CAT,N,NORMAL,PERSIAN,BLACK,22.29,22.189
STRAY,EMERG CLC,DOG,S,INJURED,BOXER,BR BRINDLE,22.29,23.746
STRAY,FIELD,DOG,M,NORMAL,AUST SHEPHERD,BLUE MERLE,22.29,3.221
STRAY,FIELD,DOG,S,NORMAL,DACHSHUND LH,RED,22.29,3.877
OWNER SUR,OTC,DOG,S,NORMAL,BORDER COLLIE,BLACK,22.29,3.913
STRAY,OTC,DOG,N,NORMAL,BRITTANY,WHITE,22.29,8.249
OWNER SUR,OTC,CAT,F,SICK,DOMESTIC MH,BLUE,22.29,11.252
STRAY,OTC,CAT,U,NURSING,DOMESTIC SH,ORG TABBY,22.43,1.26
STRAY,OTC,CAT,U,NURSING,DOMESTIC SH,BRN TABBY,22.43,1.26
STRAY,OTC,CAT,U,NURSING,DOMESTIC SH,WHITE,22.43,1.26
STRAY,OTC,CAT,M,SICK,DOMESTIC SH,CRM TABBY,22.43,1.31
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,22.43,1.31
STRAY,OTC,CAT,M,NORMAL,DOMESTIC SH,BRN TABBY,22.43,1.31
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,22.43,1.31
STRAY,OTC,CAT,F,NORMAL,DOMESTIC SH,BRN TABBY,22.43,1.31
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,22.43,1.272
OWNER SUR,FIELD,CAT,S,SICK,DOMESTIC SH,ORG TABBY,22.43,1.624
OWNER SUR,FIELD,CAT,M,SICK,DOMESTIC SH,ORG TABBY,22.43,1.624
OWNER SUR,FIELD,CAT,N,SICK,DOMESTIC SH,ORG TABBY,22.43,1.624
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BUFF,22.43,1.624
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,BUFF,22.43,1.624
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,22.43,1.624
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BROWN,22.43,1.624
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,GOLD,22.43,1.624
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,CREAM,22.43,1.624
STRAY,OTC,CAT,S,NORMAL,MANX,WHITE,22.43,1.668
STRAY,FIELD,DOG,S,NORMAL,LABRADOR RETR,TAN,22.43,1.608
STRAY,OTC,DOG,N,NORMAL,BEAGLE,TAN,22.43,1.936
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA SH,WHITE,22.43,1.936
STRAY,FIELD,DOG,S,NORMAL,CHIHUAHUA SH,TAN,22.43,1.861
OWNER SUR,RETURN,DOG,S,NORMAL,LABRADOR RETR,BLACK,22.43,3.146
STRAY,OTC,DOG,S,OTHER,PLOTT HOUND,BR BRINDLE,22.43,3.186
STRAY,OTC,DOG,N,NORMAL,GERM SHEPHERD,BUFF,22.43,2.377
STRAY,OTC,CAT,S,NORMAL,BOMBAY,BLACK,22.43,13.243
STRAY,FIELD,DOG,S,NORMAL,COLLIE ROUGH,GOLD,22.43,2.186
STRAY,FIELD,CAT,F,INJURED,DOMESTIC MH,BLACK,22.43,2.186
STRAY,OTC,DOG,S,NORMAL,DACHSHUND WH,BLACK,22.43,2.186
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA SH,BR BRINDLE,22.43,13.186
STRAY,FIELD,DOG,N,NORMAL,GERM SHEPHERD,BLACK,22.43,13.186
OWNER SUR,OTC,DOG,N,SICK,LABRADOR RETR,BLACK,22.43,19.077
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,WHITE,22.43,18.186
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,22.43,19.724
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,22.43,20.189
STRAY,OTC,DOG,F,NORMAL,LABRADOR RETR,CHOCOLATE,22.43,20.955
STRAY,OTC,DOG,M,NORMAL,CHINESE SHARPEI,TAN,22.43,21.947
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,CHIHUAHUA SH,BROWN,22.43,21.305
STRAY,OTC,CAT,F,NORMAL,DOMESTIC LH,BRN TABBY,22.43,3.219
STRAY,OTC,CAT,N,NORMAL,SIAMESE,FLAME PT,22.43,3.219
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE,22.43,3.219
STRAY,FIELD,DOG,S,AGED,SIBERIAN HUSKY,GRAY,22.43,7.249
OWNER SUR,OTC,CAT,S,AGED,DOMESTIC SH,TORTIE,22.43,11.252
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,WHITE,22.57,1.288
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,WHITE,22.57,1.288
STRAY,OTC,CAT,M,NORMAL,DOMESTIC LH,BRN TABBY,22.57,1.31
STRAY,OTC,CAT,F,NORMAL,DOMESTIC SH,WHITE,22.57,1.622
STRAY,OTC,CAT,S,SICK,DOMESTIC LH,TORTIE,22.57,1.624
STRAY,OTC,DOG,N,NORMAL,DACHSHUND LH,BROWN,22.57,1.624
STRAY,OTC,DOG,N,NORMAL,DACHSHUND LH,BRN MERLE,22.57,1.624
STRAY,OTC,CAT,S,SICK,DOMESTIC SH,BLUE TABBY,22.57,1.603
STRAY,OTC,CAT,S,SICK,DOMESTIC SH,BLACK,22.57,1.603
STRAY,OTC,CAT,S,SICK,DOMESTIC SH,TORTIE,22.57,1.603
STRAY,FIELD,DOG,N,NORMAL,GERM SHEPHERD,TRICOLOR,22.57,1.702
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,TAN,22.57,1.727
STRAY,FIELD,DOG,S,NORMAL,PLOTT HOUND,BROWN,22.57,1.689
STRAY,OTC,DOG,N,NORMAL,BEAGLE,BROWN,22.57,1.869
OWNER SUR,FIELD,DOG,S,NORMAL,BOXER,FAWN,22.57,1.891
STRAY,FIELD,DOG,N,NORMAL,BORDER TERRIER,BLACK,22.57,1.936
STRAY,FIELD,DOG,N,SICK,DALMATIAN,WHITE,22.57,1.936
STRAY,OTC,DOG,S,SICK,PIT BULL,TAN,22.57,1.952
STRAY,OTC,DOG,N,NORMAL,DACHSHUND,BLUE,22.57,1.936
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,ORG TABBY,22.57,1.936
PUBLIC AST,QUARANTINE,DOG,S,NORMAL,LABRADOR RETR,TAN,22.57,1.936
STRAY,FIELD,DOG,N,NORMAL,GREAT DANE,BLACK,22.57,3.002
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,TAN,22.57,3.038
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,TAN,22.57,3.103
STRAY,OTC,DOG,N,NORMAL,JACK RUSS TERR,WHITE,22.57,2.355
STRAY,FIELD,DOG,N,NORMAL,LABRADOR RETR,YELLOW,22.57,2.436
STRAY,EMERG CLC,DOG,S,INJURED,BORDER COLLIE,BLACK,22.57,2.186
PUBLIC AST,EMERGENCY,CAT,M,OTHER,DOMESTIC SH,BRN TABBY,22.57,2.186
STRAY,FIELD,DOG,N,NORMAL,SCHNAUZER MIN,BLACK,22.57,2.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,22.57,2.186
STRAY,OTC,DOG,S,INJURED,CHIHUAHUA SH,RED,22.57,2.186
STRAY,FIELD,DOG,S,NORMAL,GERM SHEPHERD,TAN,22.57,2.186
STRAY,OTC,DOG,F,NORMAL,AMER BULLDOG,WHITE,22.57,2.297
OWNER SUR,OTC,DOG,N,NORMAL,DACHSHUND,BROWN,22.57,2.603
OWNER SUR,RETURN,DOG,N,NORMAL,STAFFORDSHIRE,BR BRINDLE,22.57,14.058
OWNER SUR,RETURN,DOG,S,SICK,LABRADOR RETR,TAN,22.57,14.068
OWNER SUR,OTC,DOG,S,NORMAL,PIT BULL,CHOCOLATE,22.57,14.103
STRAY,FIELD,DOG,N,NORMAL,PIT BULL,RED,22.57,13.186
STRAY,FIELD,DOG,S,OTHER,PIT BULL,BLUE,22.57,13.186
STRAY,FIELD,DOG,S,NORMAL,BOXER,BROWN,22.57,13.936
PUBLIC AST,QUARANTINE,DOG,S,INJURED,RHOD RIDGEBACK,BROWN,22.57,19.189
STRAY,OTC,DOG,N,NORMAL,AUST CATTLE DOG,BLUE MERLE,22.57,19.939
OWNER SUR,OTC,CAT,N,NORMAL,SIAMESE,LYNX PT,22.57,21.066
